-2.74301391098587,-0.173211754051359,-2.67454579424571,-3.66024081776607
-2.8162630111845,-0.161352609054528,-2.98235635836234,-3.25695017958291
-2.38405584029417,-0.194976277553331,-2.84979637482149,-3.60771414903445
-2.3947463839568,-0.239095857147774,-2.53213238439143,-3.17067033081308
-2.59728625519003,-0.1766702634035,-2.97672293696863,-3.31019774529376
-2.91099012667197,-0.136779363846577,-3.12896749824478,-3.51820592193492
-2.67150634748232,-0.216801379567109,-2.45169154969004,-3.22856225331815
-2.52363944984492,-0.179440681315995,-2.81343095695992,-3.72569366517549
-2.68038775292716,-0.185560287097847,-2.78571288470398,-3.24062130340434
-2.58660146084736,-0.190585708931513,-2.91471655782395,-3.122878328899
