-1.23544331743595,-0.75020375015979,-1.66432935072592,-3.04269302426689
-1.48446004627377,-0.656179045295088,-1.60664833276915,-2.91901843134033
-1.18405717357879,-0.629355490426445,-2.00945283579905,-3.6130954649993
-1.10815985933201,-0.810906064099454,-1.77127313631394,-2.89565896046393
-1.81697771022774,-0.501824879816209,-1.64208751706734,-3.25752653027972
-1.12096373686396,-0.650105198857769,-2.04711970748235,-3.77498614398932
-1.59231724279711,-0.523064913181787,-1.84147649762617,-3.09528530463626
-1.93210243365363,-0.44084121118478,-1.86620461437551,-2.86554585433071
-1.19747300033097,-0.613967199094511,-2.1297525695131,-3.27076276090422
-1.43418298322326,-0.532428507372181,-2.03728724879569,-3.12059699927066
-2.17105658901181,-0.415446915821849,-1.67262513158237,-3.26638188717217
-1.5086027344106,-0.431866008853823,-2.48313968237599,-3.07902573907263
-1.93765875616186,-0.381121968001668,-1.91074060664191,-3.6931331547238
-1.96104922558277,-0.418001672825741,-1.8745569158475,-3.04691534929157
-1.76349227167442,-0.420872264944075,-2.06667736353841,-3.09058779618245
-2.74502343806958,-0.320561516080871,-1.73467564268932,-3.39458812705056
-1.34722718898937,-0.630911774017595,-1.76898306773996,-3.28535744310352
-1.96659508530446,-0.41630098699745,-1.82530833892824,-3.23353757294182
-1.87244110833866,-0.520165210387983,-1.63155983570749,-2.87873919649637
-2.28783849845367,-0.370042118162609,-1.72482674489076,-3.51980352896603
-1.91421178711753,-0.434786358399271,-1.70828815393535,-3.73122977338325
-1.69119015411827,-0.565885854282139,-1.6334208790234,-2.94537003633768
-2.11307224906692,-0.407310568508754,-1.69895734038272,-3.47951550070586
-1.95265562176829,-0.469708290173178,-1.73051367158533,-2.88732152353781
-1.98071171714418,-0.432492876060218,-1.77801280763561,-3.11980179845738
-1.97488213099043,-0.458364958537033,-1.73044674132577,-2.96228900578184
-1.56301594306258,-0.54843683793793,-1.78798495635766,-3.0934022170557
-1.31249503053374,-0.596038809715357,-1.97383707063423,-3.1956564134063
-1.67876472330315,-0.559651901658253,-1.63221596728641,-3.06847843151696
-2.02496046090054,-0.444040255928841,-1.83558069226708,-2.70245841110052
