-1.6817765546024,-0.244891718530953,-4.3163579495009,-4.02748281243006
-1.34082853677435,-0.411195100174195,-4.19179633535697,-2.80685734550709
-1.80665742477481,-0.26215229169613,-4.09343312651229,-3.00130346389146
-1.34315317750577,-0.370287597391542,-4.63810493984885,-3.2501870898925
-1.43164802167906,-0.334110798964008,-4.68712789130793,-3.32708535626856
-1.45150889794596,-0.31938778247591,-4.72517172803794,-3.49593246129476
-1.42487683446533,-0.335762569156342,-4.53935491909455,-3.3817236584214
-1.7376814837763,-0.247107936375189,-4.17299872750985,-3.58958437491929
-1.67968036206757,-0.282044199014907,-3.64896465511591,-3.40195639061025
-1.30967621341506,-0.409449190413017,-3.95494378594745,-3.05937681486088
