-2.07643143011157,-1.19141735225891,-2.71773935557445,-0.683575245822593
-2.3511189525829,-1.00808392499846,-3.77502445114955,-0.659937879802827
-2.51220116982517,-1.37745169989168,-3.06260492942575,-0.478157960127462
-2.59681919356059,-1.25944248447168,-3.06844488770087,-0.518884370857208
-2.82263680462711,-1.07325463940217,-2.62659902124275,-0.641821111660273
-2.61318012189214,-1.55859258743765,-3.25958389114762,-0.388810768309053
-1.80267935805145,-0.632498522896942,-2.80025672430357,-1.41433920111176
-2.57325542507175,-1.21839911696939,-2.64307330052631,-0.585427519317154
-2.8858523049332,-0.890570996962057,-3.03834572724907,-0.721840171279982
-2.8081793598914,-1.74221512460387,-2.8776955984402,-0.344903082484092
-2.19526189781228,-0.941973401906523,-2.66393403991938,-0.845973736151164
-2.22164991554145,-1.0723225445403,-2.61331040116805,-0.742199550627508
-2.61081204715769,-1.47297945588168,-3.8375882699541,-0.39194956645932
-2.30839494160166,-1.27422345915555,-1.99237048271478,-0.724515082646756
-2.04530335733736,-0.873420970238454,-2.05456360315733,-1.12396231797597
-2.93012859141963,-1.74074681043999,-2.54501425714038,-0.367088223651895
-2.72854972624464,-1.56252521847289,-3.37410126077213,-0.369859957682146
-2.42755434108361,-0.777102788893234,-3.14365447114315,-0.894317303230064
-2.27472592808633,-1.26570925779681,-2.88919555006362,-0.580685320147493
-2.72921015633516,-1.95070471780702,-2.83314205693905,-0.309617422535076
-2.08967777478525,-1.63001640975424,-2.81748121905997,-0.477084032418801
-3.08299283677752,-1.28121516337878,-2.93841935500462,-0.472359867615133
-2.14754005922042,-0.9327534756807,-2.56509471006562,-0.884675216101062
-2.50970081387913,-2.18790918928555,-3.50916358466087,-0.252785410560395
-2.9040512153542,-1.59068238706948,-2.79305432721208,-0.385399519360767
-2.3595417659408,-1.0925365389693,-2.84605418364126,-0.669237826204675
-2.45379528838902,-1.3080917905083,-3.03027428253873,-0.518529400303064
-2.52184266554487,-1.62694149205494,-3.05819581773181,-0.391286489875986
-2.83541132230016,-2.479427909041,-3.26747294496752,-0.199168414910911
-2.84058818047125,-1.40045306823878,-2.42924245054631,-0.499193746008725
