-0.156603368197247,-1.93131902127397
-0.214872564387116,-1.643223413065
-0.176244066379202,-1.82271362304167
-0.213871190541109,-1.64741180949802
-0.113843956900017,-2.22930858552848
-0.123929885800752,-2.1493643928152
-0.358383362942764,-1.19999780730193
-0.37967710866371,-1.15227340874282
-0.237947902012889,-1.55231945798438
-0.21448045935397,-1.64486086279262
-0.163534277816324,-1.89138573667194
-0.163516461355354,-1.89148602339497
-0.124828332865642,-2.14258081866941
-0.215742052525089,-1.63960420440993
-0.192461350628153,-1.74254768233657
-0.249209839334634,-1.51147853578003
-0.161323488220509,-1.90392127925355
-0.225704347125422,-1.59925980645182
-0.411065078604025,-1.08750555761629
-0.241243649525833,-1.54014592462561
