-0.685653032690365,-0.700697915016905
-0.485453043601917,-0.955599086755552
-0.377094010015926,-1.15788977398313
-0.761018844443882,-0.629590748356213
-0.520826257693804,-0.901474840442113
-0.545391106363429,-0.866584434792976
-0.566574628458559,-0.838094100083767
-0.544968384864558,-0.867167564599615
-0.637662790683122,-0.75189186904652
-0.4655216569992,-0.988344138005128
-0.543675473903738,-0.86895473822826
-0.66392979319087,-0.723243982283458
-0.673505175254053,-0.713182737283524
-0.622306026644208,-0.769392039872675
-0.694504661014442,-0.691791540360804
-0.421690013843853,-1.0669314852205
-0.666443259087621,-0.720583812429519
-0.706360139182023,-0.680106529988389
-0.578987131168483,-0.82203965241749
-0.459648631978933,-0.998329485688506
