-4.2655868948494,-0.014143167329991
-4.15253881309793,-0.0158493848930522
-3.6855120748599,-0.0254043003206658
-3.81801692800396,-0.0222162928607016
-3.81313290572134,-0.0223262864146674
-4.18396816029987,-0.0153552110724149
-2.97375006153363,-0.0524637475733729
-4.54727267603573,-0.0106526019372489
-3.64400247721085,-0.0264954031860795
-3.7467479738786,-0.0238771546062168
-3.46965355685102,-0.0316225775566465
-3.774721679025,-0.0232107733455829
-3.83764281499453,-0.0217797926094767
-2.83028696232125,-0.0608078053291248
-3.1321227808027,-0.044605280027044
-3.19236955481225,-0.0419418165250825
-3.49972583457528,-0.0306712543318484
-3.94524965484064,-0.0195359764154882
-5.24389944248595,-0.00529361552586103
-3.22697348265186,-0.0404860109661059
